ZIP,count,Total,percent_male,MedianAge,percentCollegeDegree,MedianIncome,percent_own
87513,,993,0.345417925,43.9,0,43561,0.865853659
04643,,970,0.465979381,48.5,0,23000,0.865882353
28391,,5396,0.526315789,39.3,10.5,32956,0.865898376
98629,,8716,0.509063791,39.6,7,41648,0.865899086
17502,,2637,0.475540387,41.9,0,35466,0.865921788
78614,,492,0.56300813,48.6,0,29000,0.865921788
35648,,3111,0.482160077,48.1,5,38196,0.865955826
17352,,1361,0.431300514,41.7,0,36667,0.865957447
99027,,6138,0.497393288,47.3,8.1,37162,0.865959119
56516,,279,0.559139785,37.8,0,28250,0.865979381
49746,,3742,0.513094602,52.1,5.1,26005,0.866019417
43066,,1346,0.569093611,49.1,7.5,48700,0.866037736
87514,,1352,0.469674556,54.3,0,18482,0.866037736
46236,,27509,0.490421317,40.3,15.6,46930,0.866046696
23071,,1588,0.523299748,56.5,0,39096,0.866047745
46986,,1980,0.475757576,42.3,10.7,30726,0.866059818
54211,1,201,0.412935323,62.7,0,17206,0.866071429
44093,,1104,0.403985507,37.8,0,23882,0.866071429
64018,,823,0.530984204,46,9.7,40625,0.866071429
65534,,1570,0.517834395,32.4,0,24981,0.866096866
50424,,1254,0.500797448,50.5,26.3,34464,0.866115702
46932,,4017,0.464774707,40.5,10.4,37294,0.866131191
95135,,20908,0.476755309,43.4,8.2,81432,0.86618039
71225,,7900,0.477721519,34.4,9.9,34433,0.866197183
46540,,11559,0.510857341,31.4,12,33256,0.86620653
04263,,2088,0.504789272,38.9,0,33563,0.866225166
14516,,2254,0.511535049,40.1,7.7,28913,0.866242038
68658,,758,0.525065963,47,0,31763,0.866261398
19709,,37173,0.493261238,36.7,5.5,52535,0.866299746
34491,,26684,0.477814421,60.9,1.1,22262,0.866308392
06071,,11599,0.567635141,42.3,14,42738,0.866323128
39323,,1103,0.496826836,34.8,0,26364,0.866336634
97461,,559,0.429338104,51,42.1,15417,0.866359447
55070,,7502,0.515329246,32.7,7.8,39792,0.866368048
32141,,18026,0.502440919,49.4,0,30406,0.86641325
11935,,3271,0.481504127,51.6,23.6,51213,0.86641791
74641,,585,0.514529915,51.3,0,29091,0.866425993
37341,,13571,0.504015916,41.1,3.1,35342,0.866428145
35987,,2637,0.492605233,42.8,2,31250,0.866482505
44443,,1945,0.481233933,44,0,32986,0.866485014
35541,,3109,0.502733998,49.3,1.9,32059,0.866504854
38454,,1223,0.454619787,46.6,0,30037,0.866510539
11577,,12541,0.48241767,43,23.3,62152,0.866537248
02493,,11538,0.477292425,44.2,8,95346,0.86654285
06073,,6082,0.487010852,44,28.1,75750,0.866543095
23457,,4548,0.483289358,44.8,0,49483,0.86654479
38948,,1782,0.430415264,50.5,0,31528,0.866581957
06370,,7484,0.478621058,42.9,6.4,50946,0.86659436
08755,,25737,0.467498154,45.7,9.8,50630,0.866639807
04548,,998,0.457915832,50.8,0,27173,0.866666667
11778,,12605,0.488774296,37.5,9.2,51241,0.866666667
12824,,929,0.515608181,53,13,38750,0.866666667
15538,,739,0.535859269,50.4,9.5,31250,0.866666667
17052,,1563,0.50671785,42.7,3.6,30476,0.866666667
26739,,1019,0.543670265,40.8,0,35788,0.866666667
30573,,98,0.520408163,65.6,,7500,0.866666667
37048,,6679,0.489294805,39.5,2,40281,0.866666667
42729,,1548,0.512273902,43.2,0,22917,0.866666667
45835,,348,0.514367816,58.2,,25833,0.866666667
47949,,1716,0.457459207,38,7.5,30379,0.866666667
48851,,2493,0.569193742,36.5,8.2,31860,0.866666667
54927,,439,0.505694761,41.8,0,44485,0.866666667
56236,,344,0.456395349,45.3,23.3,40417,0.866666667
57467,,280,0.539285714,49.6,0,26719,0.866666667
59039,,34,0.676470588,67.3,,21875,0.866666667
59547,,29,0.551724138,64.8,0,25000,0.866666667
62376,,1102,0.5,45.4,27.9,32656,0.866666667
73552,,1568,0.504464286,39.6,1,31058,0.866666667
80497,,284,0.524647887,42,,36486,0.866666667
83546,,788,0.58248731,49.4,0,27917,0.866666667
84656,,380,0.497368421,36.5,0,28438,0.866666667
99665,,74,0.391891892,47.8,0,23750,0.866666667
55092,,11462,0.50907346,39.1,6.2,42838,0.866729903
46974,,1710,0.486549708,41.1,3.1,35134,0.866776316
45502,,16169,0.500340157,46.1,9.4,38874,0.86678508
33194,,7438,0.589405754,36.1,0,36871,0.866806137
79092,,1109,0.481514878,38.7,0,30214,0.866807611
14769,,1017,0.491642085,52,0,30221,0.866817156
78963,,921,0.529858849,46.5,0,30934,0.866873065
48138,,10294,0.503982903,48.3,8,54337,0.866896722
26845,,731,0.436388509,45.3,0,21538,0.866935484
47965,,645,0.48372093,39.2,8.9,27500,0.866935484
74131,,3240,0.52962963,46.2,0,30300,0.866938776
43447,,3466,0.420946336,40.4,0,35890,0.86696901
68402,,1201,0.507910075,44.3,2.7,40739,0.866972477
65644,,2909,0.548642145,35.9,0,27839,0.866981132
60421,,3960,0.496212121,40.1,15.5,41476,0.866981769
05821,,1154,0.481802426,48.8,0,32277,0.866995074
10998,,2759,0.492932222,43.7,15.8,54537,0.867021277
19803,1,21373,0.473447808,46.8,24.1,56089,0.867043182
07832,,3718,0.493813878,48.1,31.6,50818,0.867052023
33981,,9641,0.504719427,57.3,0,27513,0.867068758
08314,,2986,0.902545211,35.1,0,12567,0.867088608
25841,,701,0.543509272,54.1,0,29167,0.867088608
49728,,310,0.574193548,59,0,15500,0.867088608
14082,,302,0.40397351,46.1,35,24375,0.867132867
36875,,5120,0.448632813,40.3,1.7,30000,0.867173786
52730,,4937,0.47701033,46.9,19.2,32074,0.867183934
26818,,1061,0.439208294,21.2,13.5,30841,0.8671875
49464,3,28202,0.493333806,33.9,6.4,36938,0.867203435
15864,,1757,0.515651679,42.6,12.7,29018,0.867231638
61852,,283,0.540636042,54.3,100,30417,0.867256637
63532,,1131,0.515473033,50.2,3.4,29659,0.867272727
20872,,12942,0.482537475,38.4,15.1,57967,0.867311679
47339,,744,0.540322581,32.1,35,30300,0.867313916
53150,,25048,0.493612264,42.8,6.6,48051,0.867325484
58035,,155,0.44516129,54.4,0,31927,0.867346939
62833,,206,0.538834951,52.2,,38333,0.867346939
08559,,5226,0.492154612,48.4,38,51616,0.867357002
24520,,1965,0.442748092,48.5,10.8,36098,0.867358708
42323,,865,0.477456647,40.7,47.6,39261,0.867374005
48469,,1175,0.511489362,56.4,9,27727,0.867403315
11961,,11906,0.474718629,49.3,11.7,46154,0.867427908
50529,,822,0.486618005,39.3,6.3,31573,0.867435159
83286,,1584,0.471590909,24,7.9,28438,0.86744186
54313,1,36884,0.50441926,40.6,7.4,40947,0.867447412
35120,,14674,0.483303803,35.9,7.7,35295,0.867453294
20721,,26412,0.448091776,42.4,21.2,69925,0.867464635
56434,,303,0.468646865,28.1,0,27083,0.86746988
64457,,187,0.545454545,48.8,0,33250,0.86746988
55127,2,17118,0.459107372,47.6,21.9,50631,0.867481731
97067,1,1873,0.497063534,47.1,0,36464,0.867483296
17321,,2230,0.506278027,40.5,10.6,41378,0.867484663
03882,,1377,0.543936093,47.9,0,28403,0.867513612
12185,,2236,0.48568873,46.5,1.4,43678,0.867526377
43013,,863,0.473928158,45.6,0,47904,0.867532468
01876,2,28778,0.480158454,43.4,21.8,52790,0.867540304
17957,,281,0.480427046,51.9,0,39464,0.867549669
44082,,1354,0.50295421,34.5,0,24069,0.867549669
55087,,428,0.469626168,45,26.7,35385,0.867549669
26425,,1322,0.480332829,49.9,0,26176,0.86756238
30621,,4882,0.477468251,41.7,2.9,41357,0.867574257
05069,,546,0.468864469,50,35.3,36750,0.867579909
19473,,15891,0.490780945,39.6,11.3,52948,0.867595819
57072,,710,0.433802817,44.2,13,38079,0.867595819
75643,,2230,0.521524664,38.4,5.9,40761,0.867612293
02921,,12207,0.470140084,41.3,24.3,51799,0.867640132
07642,,10293,0.49159623,42.8,23,59417,0.867647059
35171,,3591,0.471177945,35.9,12.9,37540,0.867657993
55707,,3568,0.530549327,39.5,3.1,38050,0.867657993
27046,,2140,0.527102804,46.8,12.7,29147,0.867681499
52223,,1592,0.543341709,45,0,36875,0.867692308
49328,,4195,0.513945173,38.5,2.4,32066,0.867696441
12481,,1177,0.500424809,49,15.3,49868,0.867697595
47232,,3280,0.491768293,37.4,0.7,28902,0.86770073
39108,,1844,0.494034707,44.3,0,22614,0.867724868
71631,,652,0.489263804,47.6,18.9,19423,0.867768595
73056,,654,0.478593272,42.8,0,26442,0.867768595
56738,,1454,0.535075653,35.9,1.8,33063,0.86779661
54129,,3161,0.52578298,43.4,3.8,36277,0.867820614
56157,,789,0.527249683,35.9,9.5,33264,0.867857143
16327,,3186,0.519774011,40.6,5.1,27330,0.867873303
37645,,5224,0.464586524,43.4,7.8,31772,0.867879368
48634,,4406,0.497503404,40.8,11.9,36537,0.867882808
92679,,33377,0.498367139,39.8,15.1,74356,0.867913938
35673,,8060,0.516501241,34.3,7.6,32743,0.867917847
28520,,345,0.342028986,44.2,,27969,0.867924528
59219,,189,0.587301587,55.2,0,35714,0.867924528
37027,6,51034,0.492240467,41.3,19.9,64248,0.867942266
78253,1,31061,0.502301922,33.3,11.2,49862,0.867943347
73061,,1791,0.503629257,39,24.4,33625,0.867950481
41572,,3504,0.485159817,42.3,13.7,24832,0.867963864
08828,,2360,0.465254237,40,8.5,47750,0.867965368
54658,,2101,0.52118039,48.5,3.3,35888,0.867965368
50680,,1258,0.516693164,38.8,19.8,32257,0.86802974
40047,,18708,0.494921959,37.9,6.3,38218,0.868030261
64655,,254,0.460629921,57.3,0,35735,0.868055556
80835,,773,0.479948254,48,0,31548,0.868055556
48757,,3929,0.498091117,42.6,7.4,31070,0.868077162
97368,,3349,0.464616303,50,7.1,29875,0.868093923
04747,,1538,0.520156047,47,17.4,27708,0.86809816
70645,,1265,0.461660079,42.9,24.1,31865,0.868110236
02556,,2852,0.428120617,59.2,46.6,58234,0.868115942
31722,,530,0.435849057,35.3,0,23594,0.868131868
46301,,550,0.5,58.6,35.3,51500,0.868131868
47855,,544,0.544117647,38.1,0,29485,0.868131868
87575,,813,0.531365314,41.1,0,17232,0.868131868
15050,,2285,0.479212254,43.4,15,33727,0.868181818
72642,,1839,0.531810767,67,0,15911,0.868181818
98585,,594,0.488215488,48.9,,29706,0.868217054
97760,,6082,0.492272279,52.2,0,32391,0.868231047
61015,,670,0.541791045,50.4,0,30625,0.868243243
37709,,3842,0.514836023,41.6,2.9,29375,0.868255081
49755,,1914,0.518808777,46.2,5,23274,0.86825596
55389,,2561,0.515423663,38.5,2.6,32895,0.868257261
58631,,999,0.513513514,47.2,13.6,30469,0.868303571
48182,,21455,0.496247961,42.4,10.8,40988,0.868332126
64668,,1460,0.500684932,44,14.8,35729,0.868333333
45786,,3499,0.513003715,44,7.8,35144,0.868338558
27946,,1760,0.505113636,35.7,24.4,30922,0.868343195
08886,,7071,0.487908358,40.9,14.5,70040,0.868345027
78663,,827,0.452237001,57.5,62.5,30652,0.868347339
14864,,1131,0.510167993,46,0,32228,0.868369352
04757,,2749,0.50672972,42.3,0,31366,0.868374558
29643,,2876,0.478442281,48.1,13.7,34167,0.868377483
55014,1,27703,0.521820741,37.9,11.7,45255,0.868381565
49621,,3006,0.495675316,47.9,6,25964,0.868399675
39459,,3713,0.463237274,33.3,0,33675,0.868400315
78164,,4381,0.492353344,42.4,0,23364,0.868405094
12823,,187,0.652406417,54.8,,32500,0.868421053
16620,,390,0.5,39.8,0,26111,0.868421053
42565,,639,0.502347418,49,0,31354,0.868421053
47871,,179,0.469273743,50.5,0,27250,0.868421053
51532,,689,0.442670537,41.3,0,24728,0.868421053
57479,,685,0.494890511,42.9,19.4,41731,0.868421053
57540,,101,0.534653465,42.8,0,25000,0.868421053
85755,1,15716,0.459531687,55,7.9,53397,0.868437026
03851,,3946,0.534718702,44.1,13.8,34891,0.868438108
48455,,8224,0.512281128,43.9,12.4,44101,0.868438538
55054,,2481,0.494155582,29.2,0,50074,0.868456376
55311,1,33912,0.487143194,35.8,14.5,62575,0.86846654
55910,,1451,0.562370779,42.1,2,31673,0.868468468
35126,,21741,0.473713261,41.4,3.7,41502,0.868480441
56579,,957,0.548589342,46.8,10.8,31319,0.868486352
45695,,558,0.523297491,42.7,0,32730,0.868525896
26444,,4015,0.538978829,44.2,5.9,31175,0.868535826
21529,,485,0.459793814,49.9,34.8,34074,0.868544601
56263,,456,0.557017544,46.6,24.1,32431,0.868544601
56754,,503,0.499005964,42,18.3,30982,0.868544601
16025,,5661,0.479773892,42.1,7.4,34321,0.868549172
36069,,1537,0.459986988,53.6,5.6,30957,0.868563686
59088,,1093,0.430009149,44.6,32.4,27339,0.868583162
46104,,865,0.505202312,43.9,0,47708,0.868589744
72458,,745,0.558389262,49.4,0,31453,0.868589744
48415,,9639,0.481066501,42.4,2.9,32352,0.868629672
30277,,21169,0.478860598,41.2,8.8,44169,0.868637328
54170,,3442,0.520046485,41.7,6.7,39212,0.868656716
29432,,2775,0.512792793,46.4,1.5,31395,0.868677906
12939,,204,0.607843137,35.6,0,41563,0.868686869
17265,,645,0.55503876,32.9,0,34779,0.868686869
59747,,215,0.418604651,56.3,0,26250,0.868686869
65064,,379,0.503957784,60,0,25506,0.868686869
03467,,1923,0.483099324,47.2,28.6,32268,0.86870229
54944,,8322,0.507089642,40.7,2.4,41329,0.868707483
39362,,2495,0.525450902,33.8,0,26688,0.868717949
46787,,3946,0.498732894,36.6,3,30904,0.868723099
11769,,8592,0.48033054,45.1,30.4,58058,0.868753763
62923,,590,0.466101695,42.8,13.8,27500,0.868778281
36374,,1036,0.508687259,37.9,0,33489,0.868804665
04910,,1973,0.450582869,43.5,18.4,32261,0.868811881
13020,,154,0.558441558,46.8,0,37917,0.868852459
17253,,286,0.517482517,44,7.7,33889,0.868852459
65059,,797,0.361355082,41.8,0,36136,0.868852459
81059,,354,0.768361582,34.4,0,30500,0.868852459
15322,,2167,0.451315182,43,23.6,31571,0.868872549
14519,,11484,0.498693835,43.5,21,40497,0.868887927
84653,,8050,0.524099379,29.4,1.2,39873,0.868889904
37052,,2376,0.495791246,44.2,0,41786,0.868921776
75960,,858,0.517482517,46.6,0,42554,0.868945869
49690,,6500,0.514307692,45.2,7.1,36944,0.868965517
87742,,769,0.348504551,51,0,20086,0.868965517
92823,,2761,0.492212966,42.3,15.7,58177,0.868972746
55335,,1530,0.518300654,43.8,34.7,32500,0.868988391
14462,,578,0.538062284,42.4,0,34667,0.868995633
52251,,552,0.498188406,43.5,0,30536,0.868995633
66403,,811,0.514180025,40.9,12.1,33516,0.869009585
02874,,6077,0.489879875,39,27.9,56940,0.869019972
58461,,497,0.482897384,56.6,0,32333,0.869047619
67051,,448,0.479910714,43,0,25402,0.869047619
84072,,529,0.52362949,30.3,0,33750,0.869047619
32621,,5697,0.485694225,42.1,0,23621,0.869053708
07920,,26397,0.477440618,42.9,18.1,90194,0.869065928
78623,,809,0.504326329,55,,36667,0.86908078
38838,,1401,0.498929336,45.1,0,28077,0.869090909
57015,,687,0.497816594,47.3,0,34955,0.869090909
30115,,38093,0.487228625,35.8,6.4,43982,0.869093539
61451,,534,0.509363296,37,0,43456,0.869109948
04848,,598,0.456521739,58.5,0,28854,0.869127517
55717,,224,0.59375,50.8,0,36667,0.869158879
47840,,1902,0.496845426,37.7,0,33065,0.869172932
24857,,739,0.49391069,49.3,0,29740,0.869209809
57218,,327,0.541284404,55.7,0,29500,0.869281046
75098,,48611,0.48863426,33.8,7.5,45407,0.869293031
49912,,943,0.548250265,53.8,0,20994,0.869306931
40437,,5756,0.462300208,39,0,29600,0.869360902
24602,,1012,0.548418972,54.5,0,25060,0.869369369
33857,,1796,0.542316258,50,0,23378,0.869382022
12923,,604,0.509933775,45.3,5.3,25313,0.869387755
16131,,802,0.482543641,35.2,0,24722,0.869402985
03456,,782,0.552429668,43,10.5,40833,0.869415808
43535,,712,0.495786517,39.2,0,29412,0.869415808
16141,,1977,0.537177542,45.9,9.8,33220,0.869458128
89440,,688,0.511627907,58.2,0,61847,0.869458128
78954,,1179,0.469041561,45.8,0,30238,0.869469027
04680,,1098,0.486338798,43,0,23068,0.869473684
06477,,13934,0.496770489,45.9,22.4,61166,0.869475848
12976,,111,0.45045045,54.5,,26250,0.869565217
25906,,416,0.439903846,34.9,0,52232,0.869565217
59035,,123,0.642276423,14.9,0,21875,0.869565217
59540,,373,0.605898123,52.3,0,30625,0.869565217
65735,,192,0.463541667,43.8,,19706,0.869565217
68943,,269,0.475836431,49.8,0,23750,0.869565217
76561,,1040,0.426923077,39.3,0,26250,0.869565217
83810,,1486,0.506056528,50,0,27143,0.869565217
96096,,842,0.526128266,51.1,1.7,34453,0.869565217
14034,,2978,0.701141706,43.1,14.3,30739,0.869618696
26681,,1443,0.446985447,41,0,36825,0.869639794
14825,,1032,0.500968992,46.3,12.1,35929,0.869680851
07440,,4862,0.485808309,42.7,0,50100,0.869688385
33496,,22354,0.474501208,54.2,13.8,44896,0.869764534
49265,,5225,0.518851675,42.8,4.1,32624,0.869765066
06359,,5307,0.506877709,45.7,22.9,43007,0.869776482
55007,,2500,0.5044,44.4,4.3,26828,0.869781312
79839,,1880,0.472340426,30.8,5.8,17750,0.869782972
74827,,420,0.485714286,53.8,0,36458,0.869791667
01531,,1053,0.472934473,40.9,12.5,46146,0.869806094
03819,,4410,0.521768707,41.5,7,48094,0.869818653
56209,,2245,0.489532294,42.9,7.9,30208,0.86984127
96091,,694,0.580691643,60.3,,11645,0.86984127
80117,,2759,0.493657122,47.3,11.6,35875,0.86984418
12056,,2446,0.511856092,45.5,12.3,50199,0.869863014
50166,,1606,0.479452055,37.5,6.7,36898,0.869863014
62998,,369,0.62601626,43.6,28.8,21429,0.869863014
68338,,374,0.382352941,34.8,10,36375,0.869863014
48082,,16180,0.491718171,44.8,8.1,35369,0.869865914
25446,,1865,0.514209115,39.1,24.8,37222,0.869875223
16621,,652,0.486196319,50.5,13.3,26563,0.869888476
47929,,678,0.47640118,40.2,19.1,31364,0.869918699
71051,,2732,0.46522694,41.2,3.9,23994,0.869927159
14550,,1714,0.495332555,39.9,2.7,38430,0.869955157
58258,,243,0.613168724,45.6,0,38542,0.87
07401,,6595,0.506292646,41.8,29.1,74375,0.870018975
46737,,7012,0.5,44,2.7,31007,0.870027435
45831,,3349,0.50522544,42.1,6,30060,0.870047544
77360,,4739,0.511500317,50.7,0,28281,0.870051234
17304,,2930,0.546416382,41.7,8.4,33989,0.870067372
31606,,4054,0.50148002,37.6,2.9,31362,0.870081663
74054,,810,0.548148148,39.6,0,30288,0.870090634
15636,,3855,0.516472114,42.7,5.1,48178,0.870103093
21028,,3638,0.501924134,43,12,52719,0.87012987
52650,,706,0.601983003,50.7,0,37917,0.87012987
79785,,227,0.414096916,25.8,0,11000,0.87012987
84316,,213,0.549295775,36.3,0,31406,0.87012987
05462,,1965,0.517557252,42.9,15.6,40194,0.870179949
65284,,2210,0.521719457,44.2,2.3,36210,0.870187019
66864,,486,0.495884774,47.8,48.6,36500,0.870192308
67443,,1768,0.509049774,44.5,3.8,39056,0.87020649
93510,,7216,0.521757206,44.9,1.5,42842,0.870210136
82329,,275,0.48,59.8,0,38750,0.870229008
85118,,11924,0.47844683,61.7,9,37104,0.870229008
24941,,1375,0.499636364,49,0,24250,0.870242215
64866,,1543,0.563188594,40.1,3.6,27042,0.870259481
55324,,1315,0.530038023,49.1,1.2,33125,0.87027027
58651,,406,0.47044335,52.5,0,33000,0.87027027
11554,,37687,0.495502428,43.1,21.4,51764,0.87027646
31807,,2489,0.550823624,39,5.9,36109,0.87030303
50522,,703,0.46230441,44.5,0,27417,0.870307167
62421,,1034,0.49516441,40.3,12.2,29784,0.870317003
60462,2,38801,0.472590913,45.6,15.7,48116,0.870324357
08558,1,6495,0.468668206,44.2,22.4,90169,0.870344828
59848,,157,0.522292994,47.1,0,15833,0.87037037
64426,,360,0.45,49.2,0,29688,0.87037037
12833,,4172,0.504074784,48.2,8.2,41440,0.87039239
54006,,685,0.524087591,43.5,11.8,37566,0.870431894
62693,,1631,0.456774985,37.8,12.6,44971,0.870458136
48659,,2781,0.50125854,43.1,4,26987,0.870461237
52619,,524,0.572519084,31.7,0,31500,0.870466321
72051,,482,0.641078838,41.9,0,12981,0.870466321
85625,,1800,0.503333333,64.1,0,20625,0.870496592
65631,,4787,0.47670775,31.4,15.4,32938,0.870499419
18441,,343,0.413994169,34,8,20556,0.870503597
04253,,2092,0.519120459,43.1,0,36016,0.870520231
46917,,2205,0.503401361,38.5,15.2,31238,0.87053021
59248,,688,0.527616279,54.4,0,31667,0.870550162
61368,,1432,0.512569832,53,0,31005,0.870567376
62825,,222,0.54954955,41.4,0,22206,0.870588235
64467,,171,0.567251462,45.8,0,26346,0.870588235
68828,,214,0.457943925,43.5,0,25667,0.870588235
81430,,505,0.536633663,51.8,0,37356,0.870588235
23061,,19903,0.490328091,44.3,6.4,36900,0.870607029
24966,,1004,0.533864542,54.1,4.7,20682,0.870656371
36258,,1282,0.606084243,43.2,0,39552,0.870656371
52135,,787,0.452350699,46.3,0,29583,0.870662461
42712,,1572,0.526081425,43.4,0,26288,0.870676692
45788,,1213,0.45012366,39.7,0,35212,0.870689655
59727,,219,0.525114155,55.3,0,30000,0.870689655
62045,,515,0.508737864,46.9,0,45547,0.870689655
63451,,335,0.471641791,28.6,0,31071,0.870689655
56358,,3353,0.525499553,41.2,3.3,30129,0.870703764
14170,,2374,0.51895535,46.6,19.3,41991,0.870718232
37308,,2423,0.520016508,40.1,0,35117,0.870718232
75640,,4052,0.555281343,42.8,0,36050,0.870738636
50609,,360,0.544444444,39.5,0,43456,0.870748299
77444,,999,0.447447447,33.1,0,39667,0.870748299
87375,,2870,0.499303136,25.7,0,24526,0.870748299
28665,,2462,0.46506905,45.2,6.3,30119,0.870775348
46798,,2107,0.535358329,35.2,0,42750,0.870794078
49319,,15987,0.510915119,35.2,3.2,35757,0.870797747
44689,,525,0.48952381,35.7,0,25000,0.870813397
44880,,3118,0.493264913,39.2,0,28350,0.870813397
45337,,1503,0.497671324,45.8,2.6,38929,0.870813397
44853,,1308,0.550458716,41.1,26.6,38125,0.870833333
78620,,14660,0.517598909,42.2,7.3,52207,0.870838881
70435,,17629,0.462079528,40.4,2.2,35883,0.870839695
31711,,810,0.412345679,43.9,0,17128,0.870848708
46310,,13311,0.503868981,40,6.3,39023,0.870864461
44236,,25277,0.489377695,43.3,19.4,62320,0.870879121
99148,,2199,0.492496589,54.5,0,35050,0.870899471
04408,,175,0.462857143,44.6,0,36250,0.870967742
25123,,3602,0.50388673,43.7,3.8,33432,0.870967742
53569,,1081,0.503237743,45.1,12.2,29958,0.870967742
56637,,226,0.526548673,43.9,0,25000,0.870967742
58466,,509,0.542239686,44.5,24.4,36094,0.870967742
58744,,119,0.630252101,59.1,20,28750,0.870967742
62672,,217,0.442396313,46.5,0,20938,0.870967742
63387,,74,0.405405405,47.5,0,13906,0.870967742
65529,,213,0.450704225,36.6,0,19250,0.870967742
76245,,1508,0.528514589,55.4,100,26667,0.870967742
88038,,454,0.49339207,52.3,0,9718,0.870967742
44072,,4227,0.498698841,50.9,56.8,47040,0.871021776
70611,,19313,0.499974111,37.2,3,43382,0.871039384
45317,,913,0.495071194,45,0,35446,0.871060172
12170,,5311,0.501223875,37.7,4.5,42141,0.871069182
42741,,591,0.409475465,44.7,56.7,36447,0.87109375
56110,,1980,0.500505051,39.9,1.9,30738,0.87109375
18966,,38010,0.489976322,45.9,18.4,49634,0.871131442
05905,,753,0.496679947,52.1,12.5,25074,0.871148459
11797,1,8796,0.488176444,50.7,32.8,90833,0.871165644
57067,,439,0.555808656,46.7,,38889,0.871165644
14777,,654,0.480122324,48.7,6.5,25167,0.871186441
10541,,26643,0.50493563,42,18.2,54561,0.87119918
14060,,599,0.517529215,48.7,30.8,28917,0.871212121
62427,,1627,0.529809465,48.6,10.1,29688,0.871212121
89424,,275,0.618181818,47.8,0,33333,0.871212121
33185,,29029,0.490991767,36.1,17.2,40209,0.871217998
13684,,1098,0.528233151,42.9,4.3,30170,0.871244635
71032,,2017,0.510659395,43.6,0,33750,0.87125
80648,,1030,0.481553398,41.4,7.3,35313,0.871257485
78609,,1560,0.480128205,61.5,0,27089,0.871264368
54228,,2588,0.51236476,44.7,6.3,37031,0.871277618
17771,,3487,0.503584743,44,1.5,29705,0.871279762
63557,,240,0.375,52.7,0,37917,0.871287129
28772,,1600,0.499375,52.8,0,29783,0.871304348
29847,,4513,0.542654554,40.1,4.6,29659,0.87131199
56311,,686,0.469387755,52.3,0,25667,0.871323529
49915,,554,0.503610108,39.9,0,22708,0.871369295
62554,,1495,0.464214047,39.8,10,35343,0.871376812
65255,,3928,0.471486762,38,4.9,35941,0.871389271
03266,,2234,0.512085944,47.2,12.1,32421,0.871396896
22124,,18249,0.47323141,41.6,24.3,82139,0.871428571
84005,,22358,0.50559084,21.6,2,42859,0.871449925
66524,,2929,0.490952544,42.6,2.5,37793,0.871455577
67464,,1108,0.48465704,44.6,0,31055,0.871495327
63432,,451,0.492239468,49.6,0,28750,0.87150838
30663,,3226,0.509609423,45.9,13.1,27274,0.871513102
38560,,1325,0.543396226,40.8,0,31923,0.871541502
13832,,510,0.501960784,46.9,13.6,26618,0.871559633
21865,,690,0.566666667,51.5,59.2,14500,0.871559633
23119,,215,0.386046512,65.2,,39583,0.871559633
41619,,560,0.558928571,47.5,0,33819,0.871559633
64848,,747,0.447121821,29.9,0,26193,0.871559633
04220,,3101,0.518864882,40.2,19.2,30271,0.871575342
32409,,8635,0.508164447,41.4,2,29564,0.871601208
29922,,1119,0.570151921,45.9,0,26175,0.871604938
45850,,3847,0.493891344,37.7,9.7,31535,0.871611983
17007,,5673,0.457782478,43.4,31.1,41968,0.871637565
97004,,4735,0.496515312,45.5,13.5,39264,0.8716677
25286,,1591,0.5097423,46.1,0,24375,0.871674491
05355,,617,0.53808752,48.1,10.3,21273,0.871710526
05343,,837,0.468339307,45.1,7.3,23641,0.871720117
20751,,2273,0.530576331,48.1,27.6,51175,0.871767241
75161,,6610,0.496369138,44.5,4.1,30966,0.871772429
12075,,3034,0.53592617,48.7,0,38125,0.871773522
04029,,1559,0.484926235,51.6,4,28531,0.871794872
15930,,156,0.429487179,44.8,0,38068,0.871794872
15951,,497,0.271629779,73.4,,21976,0.871794872
22539,,2177,0.47680294,61.9,0,28093,0.871794872
56161,,326,0.527607362,50.1,0,29091,0.871794872
64433,,246,0.711382114,20.9,0,36833,0.871794872
76373,,281,0.441281139,36.4,0,26433,0.871794872
79748,,108,0.490740741,44.4,0,45250,0.871794872
79788,,372,0.540322581,32.9,0,30000,0.871794872
25033,,1851,0.495948136,44.6,8.2,31673,0.871829105
38461,,1408,0.541903409,45,0,30500,0.87184466
11767,,15341,0.474480151,40.5,15,53625,0.871854027
49614,,2890,0.50449827,47.2,3.9,26368,0.871859296
23236,,26234,0.4880308,40.8,8.6,40834,0.871868583
48315,,26719,0.475504323,46.8,14.2,42109,0.871883235
56761,,470,0.55106383,45.4,0,29750,0.871921182
49237,,2807,0.527609548,42.6,2.6,32246,0.871939736
39426,,15889,0.494430109,41.9,0,40383,0.871945782
14505,,5187,0.492384808,44,5.6,36083,0.871957157
06331,,5119,0.50439539,43.4,17.6,42907,0.871960298
12952,,422,0.45971564,58.1,0,38077,0.872
20695,,5537,0.486725664,42,2.4,61786,0.872
78642,,9341,0.498019484,39,3.2,38022,0.872007979
04768,,427,0.468384075,55.8,60,31667,0.872037915
15327,,1287,0.483294483,43.6,0,35000,0.872047244
56587,,1498,0.52670227,49.9,2.6,29000,0.872058824
48088,1,22844,0.48332166,42.4,9,37443,0.872064076
03832,,366,0.527322404,59.6,0,34750,0.872093023
98329,,10330,0.509970958,44.4,15.5,44518,0.872093023
