UA,UANAME,ZCTA5
99999,Not in a 2010 urban area,65631
99999,Not in a 2010 urban area,65630
99999,Not in a 2010 urban area,65629
99999,Not in a 2010 urban area,65627
99999,Not in a 2010 urban area,65626
14536,"Cassville, MO Urban Cluster",65625
99999,Not in a 2010 urban area,65625
99999,Not in a 2010 urban area,65624
99999,Not in a 2010 urban area,65623
11323,"Buffalo, MO Urban Cluster",65622
99999,Not in a 2010 urban area,65622
99999,Not in a 2010 urban area,65620
83953,"Springfield, MO Urbanized Area",65619
99999,Not in a 2010 urban area,65619
99999,Not in a 2010 urban area,65618
99999,Not in a 2010 urban area,65617
9676,"Branson, MO Urban Cluster",65616
30520,"Forsyth, MO Urban Cluster",65616
99999,Not in a 2010 urban area,65616
99999,Not in a 2010 urban area,65614
8812,"Bolivar, MO Urban Cluster",65613
99999,Not in a 2010 urban area,65613
99999,Not in a 2010 urban area,65612
99999,Not in a 2010 urban area,65611
99999,Not in a 2010 urban area,65610
99999,Not in a 2010 urban area,65609
4411,"Ava, MO Urban Cluster",65608
99999,Not in a 2010 urban area,65608
99999,Not in a 2010 urban area,65606
4276,"Aurora, MO Urban Cluster",65605
99999,Not in a 2010 urban area,65605
99999,Not in a 2010 urban area,65604
99999,Not in a 2010 urban area,65603
99999,Not in a 2010 urban area,65601
99999,Not in a 2010 urban area,65591
99999,Not in a 2010 urban area,65590
99999,Not in a 2010 urban area,65589
99999,Not in a 2010 urban area,65588
99999,Not in a 2010 urban area,65586
30748,"Fort Leonard Wood, MO Urban Cluster",65584
99999,Not in a 2010 urban area,65584
30748,"Fort Leonard Wood, MO Urban Cluster",65583
99999,Not in a 2010 urban area,65583
99999,Not in a 2010 urban area,65582
99999,Not in a 2010 urban area,65580
99999,Not in a 2010 urban area,65571
99999,Not in a 2010 urban area,65570
99999,Not in a 2010 urban area,65567
99999,Not in a 2010 urban area,65566
99999,Not in a 2010 urban area,65565
99999,Not in a 2010 urban area,65564
78148,"Salem, MO Urban Cluster",65560
99999,Not in a 2010 urban area,65560
77608,"St. James, MO Urban Cluster",65559
99999,Not in a 2010 urban area,65559
99999,Not in a 2010 urban area,65557
99999,Not in a 2010 urban area,65556
99999,Not in a 2010 urban area,65555
99999,Not in a 2010 urban area,65552
99999,Not in a 2010 urban area,65550
99999,Not in a 2010 urban area,65548
99999,Not in a 2010 urban area,65543
99999,Not in a 2010 urban area,65542
99999,Not in a 2010 urban area,65541
48556,"Lebanon, MO Urban Cluster",65536
99999,Not in a 2010 urban area,65536
99999,Not in a 2010 urban area,65535
99999,Not in a 2010 urban area,65534
99999,Not in a 2010 urban area,65529
99999,Not in a 2010 urban area,65501
99999,Not in a 2010 urban area,65486
99999,Not in a 2010 urban area,65484
99999,Not in a 2010 urban area,65483
99999,Not in a 2010 urban area,65479
30748,"Fort Leonard Wood, MO Urban Cluster",65473
99999,Not in a 2010 urban area,65473
99999,Not in a 2010 urban area,65470
99999,Not in a 2010 urban area,65468
99999,Not in a 2010 urban area,65466
99999,Not in a 2010 urban area,65464
99999,Not in a 2010 urban area,65463
99999,Not in a 2010 urban area,65462
99999,Not in a 2010 urban area,65461
30748,"Fort Leonard Wood, MO Urban Cluster",65459
99999,Not in a 2010 urban area,65459
99999,Not in a 2010 urban area,65457
99999,Not in a 2010 urban area,65456
21583,"Cuba, MO Urban Cluster",65453
99999,Not in a 2010 urban area,65453
99999,Not in a 2010 urban area,65452
99999,Not in a 2010 urban area,65449
99999,Not in a 2010 urban area,65446
99999,Not in a 2010 urban area,65444
99999,Not in a 2010 urban area,65443
85465,"Sullivan, MO Urban Cluster",65441
99999,Not in a 2010 urban area,65441
99999,Not in a 2010 urban area,65440
99999,Not in a 2010 urban area,65439
99999,Not in a 2010 urban area,65438
99999,Not in a 2010 urban area,65436
76123,"Rolla, MO Urban Cluster",65401
99999,Not in a 2010 urban area,65401
96265,"Windsor, MO Urban Cluster",65360
99999,Not in a 2010 urban area,65360
92012,"Warsaw, MO Urban Cluster",65355
99999,Not in a 2010 urban area,65355
99999,Not in a 2010 urban area,65354
99999,Not in a 2010 urban area,65351
99999,Not in a 2010 urban area,65350
99999,Not in a 2010 urban area,65349
99999,Not in a 2010 urban area,65348
99999,Not in a 2010 urban area,65347
99999,Not in a 2010 urban area,65345
99999,Not in a 2010 urban area,65344
55009,"Marshall, MO Urban Cluster",65340
99999,Not in a 2010 urban area,65340
99999,Not in a 2010 urban area,65339
99999,Not in a 2010 urban area,65338
99999,Not in a 2010 urban area,65337
94870,"Whiteman AFB, MO Urban Cluster",65336
99999,Not in a 2010 urban area,65336
99999,Not in a 2010 urban area,65335
99999,Not in a 2010 urban area,65334
99999,Not in a 2010 urban area,65333
99999,Not in a 2010 urban area,65332
99999,Not in a 2010 urban area,65330
99999,Not in a 2010 urban area,65329
99999,Not in a 2010 urban area,65327
99999,Not in a 2010 urban area,65326
99999,Not in a 2010 urban area,65325
99999,Not in a 2010 urban area,65324
99999,Not in a 2010 urban area,65323
99999,Not in a 2010 urban area,65322
99999,Not in a 2010 urban area,65321
99999,Not in a 2010 urban area,65320
94870,"Whiteman AFB, MO Urban Cluster",65305
99999,Not in a 2010 urban area,65305
80443,"Sedalia, MO Urban Cluster",65301
99999,Not in a 2010 urban area,65301
99999,Not in a 2010 urban area,65287
99999,Not in a 2010 urban area,65286
99999,Not in a 2010 urban area,65285
99999,Not in a 2010 urban area,65284
99999,Not in a 2010 urban area,65283
99999,Not in a 2010 urban area,65282
99999,Not in a 2010 urban area,65281
99999,Not in a 2010 urban area,65280
99999,Not in a 2010 urban area,65279
99999,Not in a 2010 urban area,65278
99999,Not in a 2010 urban area,65276
99999,Not in a 2010 urban area,65275
9190,"Boonville, MO Urban Cluster",65274
99999,Not in a 2010 urban area,65274
57898,"Moberly, MO Urban Cluster",65270
99999,Not in a 2010 urban area,65270
56548,"Mexico, MO Urban Cluster",65265
99999,Not in a 2010 urban area,65265
99999,Not in a 2010 urban area,65264
99999,Not in a 2010 urban area,65263
99999,Not in a 2010 urban area,65262
99999,Not in a 2010 urban area,65261
99999,Not in a 2010 urban area,65260
99999,Not in a 2010 urban area,65259
99999,Not in a 2010 urban area,65258
99999,Not in a 2010 urban area,65257
99999,Not in a 2010 urban area,65256
99999,Not in a 2010 urban area,65255
99999,Not in a 2010 urban area,65254
32086,"Fulton, MO Urban Cluster",65251
99999,Not in a 2010 urban area,65251
9190,"Boonville, MO Urban Cluster",65250
99999,Not in a 2010 urban area,65250
29413,"Fayette, MO Urban Cluster",65248
99999,Not in a 2010 urban area,65248
99999,Not in a 2010 urban area,65247
99999,Not in a 2010 urban area,65246
99999,Not in a 2010 urban area,65244
99999,Not in a 2010 urban area,65243
15049,"Centralia, MO Urban Cluster",65240
99999,Not in a 2010 urban area,65240
99999,Not in a 2010 urban area,65239
99999,Not in a 2010 urban area,65237
99999,Not in a 2010 urban area,65236
9190,"Boonville, MO Urban Cluster",65233
99999,Not in a 2010 urban area,65233
99999,Not in a 2010 urban area,65232
99999,Not in a 2010 urban area,65231
99999,Not in a 2010 urban area,65230
18937,"Columbia, MO Urbanized Area",65215
18937,"Columbia, MO Urbanized Area",65203
99999,Not in a 2010 urban area,65203
18937,"Columbia, MO Urbanized Area",65202
99999,Not in a 2010 urban area,65202
18937,"Columbia, MO Urbanized Area",65201
99999,Not in a 2010 urban area,65201
42967,"Jefferson City, MO Urbanized Area",65109
99999,Not in a 2010 urban area,65109
42967,"Jefferson City, MO Urbanized Area",65101
99999,Not in a 2010 urban area,65101
99999,Not in a 2010 urban area,65085
99999,Not in a 2010 urban area,65084
99999,Not in a 2010 urban area,65083
99999,Not in a 2010 urban area,65082
87733,"Tipton, MO Urban Cluster",65081
99999,Not in a 2010 urban area,65081
99999,Not in a 2010 urban area,65080
99999,Not in a 2010 urban area,65079
99999,Not in a 2010 urban area,65078
99999,Not in a 2010 urban area,65077
99999,Not in a 2010 urban area,65076
99999,Not in a 2010 urban area,65075
99999,Not in a 2010 urban area,65074
99999,Not in a 2010 urban area,65072
99999,Not in a 2010 urban area,65069
99999,Not in a 2010 urban area,65068
99999,Not in a 2010 urban area,65067
66511,"Owensville, MO Urban Cluster",65066
99999,Not in a 2010 urban area,65066
66060,"Osage Beach, MO Urban Cluster",65065
99999,Not in a 2010 urban area,65065
99999,Not in a 2010 urban area,65064
99999,Not in a 2010 urban area,65063
99999,Not in a 2010 urban area,65062
99999,Not in a 2010 urban area,65061
99999,Not in a 2010 urban area,65059
99999,Not in a 2010 urban area,65058
99999,Not in a 2010 urban area,65054
42967,"Jefferson City, MO Urbanized Area",65053
99999,Not in a 2010 urban area,65053
99999,Not in a 2010 urban area,65052
99999,Not in a 2010 urban area,65051
99999,Not in a 2010 urban area,65050
66060,"Osage Beach, MO Urban Cluster",65049
90631,"Village of Four Seasons, MO Urban Cluster",65049
99999,Not in a 2010 urban area,65049
99999,Not in a 2010 urban area,65048
99999,Not in a 2010 urban area,65047
99999,Not in a 2010 urban area,65046
42967,"Jefferson City, MO Urbanized Area",65043
99999,Not in a 2010 urban area,65043
99999,Not in a 2010 urban area,65041
99999,Not in a 2010 urban area,65040
3365,"Ashland, MO Urban Cluster",65039
99999,Not in a 2010 urban area,65039
99999,Not in a 2010 urban area,65037
99999,Not in a 2010 urban area,65035
99999,Not in a 2010 urban area,65034
99999,Not in a 2010 urban area,65032
26443,"Eldon, MO Urban Cluster",65026
99999,Not in a 2010 urban area,65026
99999,Not in a 2010 urban area,65025
99999,Not in a 2010 urban area,65024
42967,"Jefferson City, MO Urbanized Area",65023
99999,Not in a 2010 urban area,65023
13024,"Camdenton, MO Urban Cluster",65020
99999,Not in a 2010 urban area,65020
12511,"California, MO Urban Cluster",65018
99999,Not in a 2010 urban area,65018
99999,Not in a 2010 urban area,65017
99999,Not in a 2010 urban area,65016
99999,Not in a 2010 urban area,65014
99999,Not in a 2010 urban area,65013
99999,Not in a 2010 urban area,65011
3365,"Ashland, MO Urban Cluster",65010
99999,Not in a 2010 urban area,65010
99999,Not in a 2010 urban area,65001
99999,Not in a 2010 urban area,64874
99999,Not in a 2010 urban area,64873
43399,"Joplin, MO Urbanized Area",64870
99999,Not in a 2010 urban area,64870
99999,Not in a 2010 urban area,64867
99999,Not in a 2010 urban area,64866
99999,Not in a 2010 urban area,64865
99999,Not in a 2010 urban area,64863
99999,Not in a 2010 urban area,64862
99999,Not in a 2010 urban area,64861
99999,Not in a 2010 urban area,64859
99999,Not in a 2010 urban area,64858
99999,Not in a 2010 urban area,64857
29494,"Fayetteville--Springdale--Rogers, AR--MO Urbanized Area",64856
99999,Not in a 2010 urban area,64856
43399,"Joplin, MO Urbanized Area",64855
99999,Not in a 2010 urban area,64855
99999,Not in a 2010 urban area,64854
61543,"Neosho, MO Urban Cluster",64850
99999,Not in a 2010 urban area,64850
99999,Not in a 2010 urban area,64849
99999,Not in a 2010 urban area,64848
99999,Not in a 2010 urban area,64847
99999,Not in a 2010 urban area,64844
99999,Not in a 2010 urban area,64843
99999,Not in a 2010 urban area,64842
43399,"Joplin, MO Urbanized Area",64841
99999,Not in a 2010 urban area,64840
14266,"Carthage, MO Urban Cluster",64836
99999,Not in a 2010 urban area,64836
43399,"Joplin, MO Urbanized Area",64835
99999,Not in a 2010 urban area,64835
43399,"Joplin, MO Urbanized Area",64834
99999,Not in a 2010 urban area,64834
99999,Not in a 2010 urban area,64833
99999,Not in a 2010 urban area,64832
99999,Not in a 2010 urban area,64831
99999,Not in a 2010 urban area,64830
32302,"Galena, KS--MO Urban Cluster",64804
43399,"Joplin, MO Urbanized Area",64804
99999,Not in a 2010 urban area,64804
43399,"Joplin, MO Urbanized Area",64801
99999,Not in a 2010 urban area,64801
99999,Not in a 2010 urban area,64790
99999,Not in a 2010 urban area,64788
99999,Not in a 2010 urban area,64784
99999,Not in a 2010 urban area,64783
99999,Not in a 2010 urban area,64781
99999,Not in a 2010 urban area,64780
99999,Not in a 2010 urban area,64779
99999,Not in a 2010 urban area,64778
99999,Not in a 2010 urban area,64776
61624,"Nevada, MO Urban Cluster",64772
99999,Not in a 2010 urban area,64772
99999,Not in a 2010 urban area,64771
99999,Not in a 2010 urban area,64770
99999,Not in a 2010 urban area,64769
99999,Not in a 2010 urban area,64767
99999,Not in a 2010 urban area,64765
99999,Not in a 2010 urban area,64763
99999,Not in a 2010 urban area,64762
99999,Not in a 2010 urban area,64761
47314,"Lamar, MO Urban Cluster",64759
99999,Not in a 2010 urban area,64759
99999,Not in a 2010 urban area,64756
99999,Not in a 2010 urban area,64755
99999,Not in a 2010 urban area,64752
99999,Not in a 2010 urban area,64750
99999,Not in a 2010 urban area,64748
99999,Not in a 2010 urban area,64747
99999,Not in a 2010 urban area,64746
99999,Not in a 2010 urban area,64745
26578,"El Dorado Springs, MO Urban Cluster",64744
99999,Not in a 2010 urban area,64744
99999,Not in a 2010 urban area,64743
99999,Not in a 2010 urban area,64742
99999,Not in a 2010 urban area,64741
99999,Not in a 2010 urban area,64740
99999,Not in a 2010 urban area,64739
99999,Not in a 2010 urban area,64738
17965,"Clinton, MO Urban Cluster",64735
99999,Not in a 2010 urban area,64735
99999,Not in a 2010 urban area,64734
99999,Not in a 2010 urban area,64733
11971,"Butler, MO Urban Cluster",64730
99999,Not in a 2010 urban area,64730
99999,Not in a 2010 urban area,64728
99999,Not in a 2010 urban area,64726
99999,Not in a 2010 urban area,64725
99999,Not in a 2010 urban area,64724
99999,Not in a 2010 urban area,64723
99999,Not in a 2010 urban area,64722
99999,Not in a 2010 urban area,64720
37189,"Harrisonville, MO Urban Cluster",64701
99999,Not in a 2010 urban area,64701
99999,Not in a 2010 urban area,64689
99999,Not in a 2010 urban area,64688
99999,Not in a 2010 urban area,64686
88435,"Trenton, MO Urban Cluster",64683
99999,Not in a 2010 urban area,64683
99999,Not in a 2010 urban area,64682
99999,Not in a 2010 urban area,64681
99999,Not in a 2010 urban area,64679
99999,Not in a 2010 urban area,64676
99999,Not in a 2010 urban area,64674
99999,Not in a 2010 urban area,64673
99999,Not in a 2010 urban area,64672
99999,Not in a 2010 urban area,64671
99999,Not in a 2010 urban area,64670
99999,Not in a 2010 urban area,64668
99999,Not in a 2010 urban area,64667
16426,"Chillicothe, MO Urban Cluster",64664
99999,Not in a 2010 urban area,64664
99999,Not in a 2010 urban area,64661
99999,Not in a 2010 urban area,64660
99999,Not in a 2010 urban area,64659
99999,Not in a 2010 urban area,64658
99999,Not in a 2010 urban area,64657
99999,Not in a 2010 urban area,64656
99999,Not in a 2010 urban area,64655
99999,Not in a 2010 urban area,64654
99999,Not in a 2010 urban area,64653
99999,Not in a 2010 urban area,64652
99999,Not in a 2010 urban area,64651
99999,Not in a 2010 urban area,64650
99999,Not in a 2010 urban area,64649
99999,Not in a 2010 urban area,64648
99999,Not in a 2010 urban area,64647
99999,Not in a 2010 urban area,64646
99999,Not in a 2010 urban area,64645
99999,Not in a 2010 urban area,64644
99999,Not in a 2010 urban area,64643
99999,Not in a 2010 urban area,64642
99999,Not in a 2010 urban area,64641
99999,Not in a 2010 urban area,64640
99999,Not in a 2010 urban area,64639
99999,Not in a 2010 urban area,64638
99999,Not in a 2010 urban area,64637
99999,Not in a 2010 urban area,64636
99999,Not in a 2010 urban area,64635
14077,"Carrollton, MO Urban Cluster",64633
99999,Not in a 2010 urban area,64633
99999,Not in a 2010 urban area,64632
99999,Not in a 2010 urban area,64631
99999,Not in a 2010 urban area,64630
10567,"Brookfield, MO Urban Cluster",64628
99999,Not in a 2010 urban area,64628
99999,Not in a 2010 urban area,64625
99999,Not in a 2010 urban area,64624
99999,Not in a 2010 urban area,64623
99999,Not in a 2010 urban area,64622
99999,Not in a 2010 urban area,64620
16426,"Chillicothe, MO Urban Cluster",64601
99999,Not in a 2010 urban area,64601
77743,"St. Joseph, MO--KS Urbanized Area",64507
99999,Not in a 2010 urban area,64507
77743,"St. Joseph, MO--KS Urbanized Area",64506
99999,Not in a 2010 urban area,64506
77743,"St. Joseph, MO--KS Urbanized Area",64505
99999,Not in a 2010 urban area,64505
77743,"St. Joseph, MO--KS Urbanized Area",64504
99999,Not in a 2010 urban area,64504
77743,"St. Joseph, MO--KS Urbanized Area",64503
99999,Not in a 2010 urban area,64503
77743,"St. Joseph, MO--KS Urbanized Area",64501
99999,Not in a 2010 urban area,64501
99999,Not in a 2010 urban area,64499
99999,Not in a 2010 urban area,64498
99999,Not in a 2010 urban area,64497
99999,Not in a 2010 urban area,64496
99999,Not in a 2010 urban area,64494
99999,Not in a 2010 urban area,64493
99999,Not in a 2010 urban area,64492
99999,Not in a 2010 urban area,64491
99999,Not in a 2010 urban area,64490
99999,Not in a 2010 urban area,64489
99999,Not in a 2010 urban area,64487
99999,Not in a 2010 urban area,64486
79795,"Savannah, MO Urban Cluster",64485
99999,Not in a 2010 urban area,64485
3601,"Atchison, KS--MO Urban Cluster",64484
99999,Not in a 2010 urban area,64484
99999,Not in a 2010 urban area,64483
99999,Not in a 2010 urban area,64482
99999,Not in a 2010 urban area,64481
